pi,amnt,payment,merch
2,30,1,8
7,320,1,10
4,26.82,1,4
4,275,1,6
1,0.5,1,16
4,14.29,1,1
6,45,1,15
2,97.36,1,10
3,40,1,2
3,9.71,1,4
4,18.56,1,4
1,10,1,1
2,47.73,1,10
3,208,1,11
1,50,1,6
6,25,1,5
3,7.59,1,4
NA,200,0,NA
1,45,1,2
3,7.7,1,4
6,66,1,15
1,7,1,4
6,21,1,15
NA,370,0,NA
3,7.93,1,4
3,37,1,1
6,114.18,1,10
1,5.55,1,4
5,9.92,1,4
3,30.75,1,5
3,195,1,7
3,89.68,1,5
4,56,1,1
4,20,1,4
2,1200,1,15
3,7.51,1,5
1,4.98,1,4
4,449.49,1,1
1,77.67,1,1
4,15.01,1,4
4,10,1,4
4,3.5,1,5
3,417,1,5
3,45.97,1,5
1,11,1,20
6,1147,1,15
3,22.5,1,4
1,40,1,4
3,27.81,1,4
3,89.28,1,5
1,25,1,5
5,7.72,1,4
1,6.33,1,4
5,3.5,1,21
4,1.55,1,1
5,28.48,1,1
3,60.54,1,2
4,142.76,1,1
4,12.95,1,1
6,450,1,7
3,95.37,1,1
3,25,1,2
4,55.25,1,1
4,30,1,1
1,8.5,1,1
4,103.5,1,5
10,58.48,1,10
4,30.01,1,2
3,30.02,1,1
4,40,1,1
1,10,1,4
1,6.75,1,4
6,15,1,8
3,24.65,1,2
1,12,1,3
3,168,1,6
6,3231.63,1,15
6,161,1,15
1,1,1,1
4,16.5,1,3
1,1,1,6
3,28,1,3
7,95,1,15
3,430,1,4
1,420,1,17
1,10.02,1,4
2,194.94,1,18
6,500,1,19
7,676.81,1,15
4,47.75,1,3
4,57.16,1,1
3,9.12,1,5
4,91.63,1,5
3,37.34,1,1
3,55,1,6
3,26.7,1,4
1,9.09,1,4
1,2,1,3
NA,15,0,NA
4,16.06,1,3
0,19.47,1,4
3,95.73,1,3
3,36.94,1,5
3,35,1,4
4,19.34,1,4
1,15.45,1,4
4,15.39,1,5
3,7.95,1,4
3,28.09,1,5
1,127.9,1,10
1,8,1,2
3,5.32,1,5
2,120,1,11
3,38.5,1,3
13,7,1,21
1,35,1,3
3,51.97,1,5
3,60,1,5
7,15,1,8
3,9.19,1,4
4,32.1,1,5
3,56.63,1,5
NA,80,0,NA
3,29.87,1,1
7,70,1,15
1,30,1,2
3,18.96,1,1
6,372.87,1,15
1,15,1,5
6,29,1,15
7,35,1,15
NA,545,0,NA
4,178.9,1,8
4,59,1,15
6,29,1,15
4,24,1,6
6,29,1,15
4,90,1,11
3,18.01,1,5
4,92,1,1
1,40,1,2
3,17.36,1,4
6,503,1,15
0,25,1,3
7,86.3,1,15
1,12.86,1,4
4,14.91,1,2
4,5.34,1,4
4,62.37,1,1
7,99.88,1,15
7,225.88,1,15
3,4.32,1,2
4,47.95,1,1
4,17.67,1,1
3,47.79,1,3
1,9,1,4
4,68,1,1
3,108.2,1,5
4,28,1,17
4,29.08,1,1
3,13.75,1,4
7,129,1,18
7,30,1,15
3,787,1,12
3,10.07,1,4
3,51.98,1,5
4,18.29,1,1
3,163.1,1,19
3,144.81,1,5
3,128.86,1,5
2,138,1,1
1,20,1,1
6,758.17,1,15
7,91.15,1,10
3,7.29,1,4
4,11.77,1,4
4,15.01,1,2
4,14.26,1,1
1,20,1,16
1,9.87,1,4
3,8.32,1,1
4,95.05,1,8
3,91.5,1,2
3,54.22,1,1
4,2.61,1,5
1,62.45,1,5
4,179.48,1,5
3,2.64,1,5
NA,150,0,NA
4,68.92,1,5
3,24.81,1,5
1,5.45,1,5
3,2.75,1,21
3,119.26,1,5
3,1.25,1,5
NA,3,0,NA
4,69.48,1,5
1,11.92,1,3
3,44.19,1,5
3,6.96,1,5
4,24.47,1,5
3,5.43,1,5
NA,10,0,NA
4,12.99,1,1
7,299.6,1,6
3,125,1,3
6,181.29,1,14
6,200,1,15
6,350,1,15
6,146,1,8
4,18,1,5
3,94.46,1,5
1,65,1,1
6,30,1,16
1,110.55,1,6
3,17.59,1,5
2,100,1,6
NA,10,0,NA
2,66,1,1
3,150,1,5
1,9.67,1,1
4,107.24,1,10
NA,20,0,NA
3,77.11,1,5
3,42.05,1,3
5,49.45,1,1
1,20,1,6
1,116,1,8
3,6.75,1,21
4,56.11,1,4
1,50,1,16
3,53,1,5
NA,20,0,NA
1,4.59,1,1
3,100.25,1,1
1,50.5,1,1
3,22.5,1,2
5,34.59,1,1
1,10.81,1,4
4,30.22,1,2
4,336.35,1,5
4,22.07,1,4
4,32,1,3
4,29,1,7
4,100.25,1,1
4,24.35,1,4
1,10,1,6
1,10,1,1
4,140,1,5
4,80,1,1
4,310,1,8
4,100,1,8
4,35,1,15
4,10.98,1,1
3,25,1,10
1,9.28,1,1
3,14.68,1,5
3,81.36,1,3
2,100,1,16
4,41.1,1,1
11,100,1,16
4,54.95,1,5
4,156.37,1,5
3,2.58,1,1
3,24.88,1,1
NA,100,0,NA
4,31.68,1,3
4,28.42,1,1
3,306.59,1,5
4,3,1,4
3,25.36,1,3
3,28.8,1,5
4,34.78,1,1
3,5.9,1,1
1,10,1,17
2,600,1,14
1,5,1,20
3,25,1,2
7,76.5,1,8
1,5,1,16
11,50,1,15
5,33,1,1
11,68,1,15
4,2.49,1,1
3,45,1,5
4,40,1,1
5,6.27,1,1
1,30,1,16
4,102,1,6
4,156.72,1,5
4,15,1,2
1,20,1,1
2,105,1,1
4,23.08,1,4
4,27.02,1,1
3,135.42,1,1
NA,20,0,NA
3,38.7,1,3
1,21,1,6
4,53.23,1,1
3,16.69,1,1
3,67.92,1,1
3,12.5,1,1
4,28.59,1,1
NA,50,0,NA
3,57.65,1,2
4,63,1,4
2,43.42,1,5
4,23.62,1,4
3,33.06,1,4
1,7,1,4
4,23.31,1,1
1,10,1,3
4,49.03,1,3
3,22.13,1,4
3,201,1,5
3,56.8,1,3
4,21.49,1,4
3,35.28,1,3
3,30,1,4
3,35,1,2
3,47.39,1,1
3,8,1,2
3,60,1,3
4,23,1,2
4,41.11,1,5
1,14,1,7
4,28.98,1,1
3,49.45,1,5
4,33.75,1,3
3,96.82,1,1
1,8,1,4
1,5,1,7
4,40,1,1
3,54,1,1
4,33,1,4
2,122,1,1
0,62.66,1,3
3,68.16,1,3
1,5,1,20
1,28,1,20
4,14.99,1,10
3,30,1,1
1,100,1,7
3,17.85,1,4
4,20.26,1,3
4,40,1,1
3,38.85,1,3
1,43.3,1,3
3,64.79,1,5
3,10.49,1,4
13,58.92,1,3
1,5,1,17
6,180,1,10
4,13.28,1,3
1,5,1,17
6,150,1,15
3,230,1,10
4,188.72,1,3
3,41.58,1,4
1,5,1,4
1,29,1,3
3,425,1,5
1,5,1,16
1,6.55,1,4
NA,10,0,NA
1,7.99,1,1
1,10,1,7
4,26.9,1,5
4,21.74,1,4
3,47.53,1,5
4,2.83,1,4
4,130.24,1,3
6,72.16,1,10
6,115.51,1,10
3,7.07,1,4
3,10,1,7
3,29.77,1,5
1,7.5,1,1
4,50,1,4
NA,3000,0,NA
4,7.75,1,4
1,10,1,16
3,16.15,1,5
10,10,1,16
4,100,1,15
4,31.75,1,4
3,6.14,1,1
10,185.8,1,5
3,5,1,15
3,7.05,1,4
6,226.86,1,15
3,54.93,1,2
8,150,1,6
6,250.5,1,18
3,6,1,1
5,107.33,1,5
3,13,1,9
3,30.1,1,4
3,5.77,1,4
4,8.56,1,4
1,37.74,1,1
4,65.76,1,5
3,605,1,15
4,200,1,15
6,100,1,12
4,200,1,21
4,200,1,16
1,5,1,1
1,150,1,16
4,50,1,3
5,14.49,1,1
1,150,1,3
4,46.97,1,10
1,10.5,1,3
7,522.04,1,15
4,87.41,1,5
4,91.25,1,3
3,100,1,17
6,183.99,1,8
6,36.05,1,8
6,618.93,1,15
3,49.95,1,10
4,265,1,1
3,7.42,1,1
4,16.35,1,4
6,114.51,1,8
6,542.83,1,15
6,62.08,1,15
6,13.89,1,15
0,523.57,1,11
6,175,1,16
3,127,1,5
4,13,1,9
7,950.18,1,15
6,633.66,1,15
4,165,1,8
4,75,1,5
11,152.75,1,15
1,3,1,1
1,30,1,16
3,28,1,5
3,22.5,1,4
6,455.64,1,15
6,223.41,1,15
6,257.87,1,15
2,1289,1,19
4,42,1,2
4,59,1,1
7,75,1,15
2,100,1,15
13,28.16,1,10
3,30,1,1
6,29.1,1,15
4,50,1,5
4,30,1,15
4,41,1,15
4,24,1,5
3,37.45,1,10
6,104.53,1,10
5,14.77,1,4
4,10,1,4
3,263.94,1,8
3,13.99,1,10
7,99,1,8
7,11.99,1,8
7,27,1,15
3,34.17,1,3
4,104.99,1,7
4,7.56,1,4
5,2.2,1,21
3,42.39,1,5
2,189,1,8
7,100.17,1,5
4,10,1,4
4,65,1,7
3,125.62,1,12
4,13.97,1,9
3,54.45,1,2
NA,20,0,NA
4,31.96,1,1
7,68.45,1,8
1,9.19,1,1
4,41.12,1,4
3,75.87,1,2
1,2,1,4
4,50,1,2
4,25,1,7
7,38,1,8
5,12.76,1,1
4,21.08,1,1
2,618.94,1,18
3,6.45,1,2
4,944,1,15
6,300,1,15
1,103.75,1,1
3,6.75,1,21
4,15.39,1,1
1,2,1,6
4,3,1,4
4,6.66,1,4
4,9.22,1,4
1,3.7,1,4
13,7.26,1,4
1,2.29,1,1
1,11,1,3
4,137.42,1,1
1,15,1,20
7,3000,1,15
7,258.69,1,15
6,26.05,1,8
1,3,1,4
4,29.71,1,2
7,306.39,1,8
1,9,1,4
7,95.24,1,8
7,542,1,15
7,102.45,1,8
4,208,1,5
4,30,1,1
0,397.56,1,15
1,7.54,1,4
7,236.16,1,15
5,3.5,1,4
3,17.56,1,3
7,46,1,15
1,16,1,4
13,1.75,1,21
1,7,1,4
4,26,1,2
1,1,1,16
4,116.33,1,5
3,39.21,1,5
4,244.94,1,5
7,1364,1,15
7,3889,1,15
2,35,1,18
4,8.05,1,4
3,52,1,4
3,27.19,1,5
4,99,1,2
14,150,1,20
3,26,1,5
6,300,1,15
6,200,1,15
4,80,1,16
2,4147.77,1,15
3,293.45,1,18
7,600,1,15
7,196.5,1,8
NA,20,0,NA
3,68.62,1,1
2,683.21,1,7
3,82.24,1,2
NA,155,0,NA
1,6,1,4
1,20,1,1
3,39.08,1,1
NA,120,0,NA
3,25,1,4
10,60,1,16
3,95.89,1,5
13,1,1,21
4,6.01,1,4
NA,20,0,NA
7,50,1,5
7,29.89,1,18
7,20,1,18
3,51.41,1,2
3,54,1,2
4,64.67,1,1
2,25,1,6
4,6,1,16
4,21.78,1,10
3,3.34,1,1
4,4,1,1
3,26.24,1,4
4,8,1,20
4,80,1,10
5,8.59,1,1
3,22.81,1,18
7,200,1,6
7,332.5,1,19
2,840.56,1,6
4,415,1,15
4,80,1,8
4,236,1,10
1,12.46,1,4
6,215.32,1,8
1,2,1,1
4,25,1,18
1,25.13,1,1
4,41.68,1,1
1,107,1,1
3,4.37,1,5
NA,140,0,NA
4,9.84,1,4
3,25.2,1,9
1,2,1,4
6,1176.19,1,15
1,15,1,6
4,43.5,1,1
4,13.05,1,5
4,6.63,1,5
NA,10,0,NA
6,375.14,1,17
3,70.23,1,1
6,128.58,1,15
1,5.44,1,1
3,86.37,1,1
3,21.15,1,4
6,45.02,1,15
3,17.58,1,5
3,156.93,1,5
1,5,1,4
10,6,1,16
4,50.02,1,2
4,25,1,16
4,80,1,16
3,87,1,6
4,16,1,2
3,22.78,1,5
4,10,1,21
1,7,1,6
7,90,1,2
1,1,1,16
3,44,1,5
3,142.8,1,13
3,796.15,1,15
3,10,1,1
3,10,1,8
3,12.95,1,10
3,16.1,1,10
6,475,1,15
3,137.82,1,8
1,21.45,1,1
1,350,1,2
3,6.92,1,1
3,855.99,1,5
1,20,1,18
3,25.74,1,5
3,80,1,7
6,113.46,1,10
3,41.43,1,10
3,16.92,1,4
4,10,1,1
1,10,1,16
2,168.01,1,15
4,102.04,1,5
2,12.47,1,8
3,69.36,1,5
2,382.83,1,15
1,1,1,20
5,47.64,1,1
3,44.47,1,5
1,12.2,1,4
7,108.6,1,10
1,8,1,3
1,8,1,2
7,257.19,1,15
4,60.95,1,5
7,85,1,10
4,11.19,1,5
6,660,1,20
3,29,1,1
6,37,1,16
4,35.12,1,5
3,55,1,5
1,175,1,11
NA,1000,0,NA
4,43,1,6
1,10,1,6
4,30.01,1,2
3,31,1,3
1,5,1,16
4,2.27,1,1
3,48.16,1,5
3,12.65,1,4
6,370,1,6
4,22,1,4
3,300.4,1,9
3,22.86,1,3
4,36,1,3
4,50,1,10
1,0.75,1,4
4,4,1,4
3,1.25,1,5
1,15,1,3
2,1365,1,19
1,6.5,1,6
4,282.26,1,1
3,9.9,1,9
3,314.76,1,5
4,50.32,1,1
3,7.99,1,4
5,9.61,1,4
3,14.95,1,3
3,34.54,1,1
3,9.58,1,5
3,19,1,1
4,12.14,1,1
3,24.62,1,3
3,84.36,1,1
4,30,1,3
4,100,1,8
3,1468.16,1,9
3,6.4,1,5
1,26.62,1,4
3,37,1,2
1,9,1,3
1,6.15,1,2
3,66.5,1,2
3,41.83,1,5
3,62.35,1,5
5,11,1,1
1,10.69,1,4
1,2,1,1
3,231.19,1,5
4,148.96,1,1
4,48.95,1,1
4,67.57,1,2
6,62,1,8
4,11.92,1,3
4,1.5,1,2
1,10,1,1
3,21.82,1,18
3,101.42,1,1
4,24.82,1,5
NA,50,0,NA
1,31,1,6
3,201,1,5
1,5,1,4
3,37,1,5
4,150,1,1
3,62.43,1,9
6,27.5,1,16
3,80.05,1,1
1,12,1,2
4,5,1,4
4,2,1,6
0,319,1,1
3,7.14,1,3
3,9.21,1,4
13,101.29,1,18
4,47.95,1,1
3,35.57,1,1
4,1.5,1,2
4,67.28,1,5
14,3.08,1,1
3,26,1,17
3,143.44,1,1
3,25.44,1,5
4,46,1,5
4,61.28,1,2
4,74.67,1,1
1,10,1,2
3,12.7,1,4
4,17,1,5
NA,10,0,NA
1,5,1,4
4,9.12,1,4
3,202,1,18
3,75,1,5
1,20,1,1
1,2.19,1,1
3,31.95,1,5
1,4.24,1,4
3,21.39,1,5
6,2600,1,15
6,87.1,1,21
4,118.13,1,8
2,100,1,20
3,14.96,1,1
4,104,1,5
3,535,1,7
1,28,1,4
3,110,1,6
4,55,1,1
3,9.36,1,1
1,1,1,16
6,50,1,15
4,85,1,1
3,6.75,1,21
4,50,1,15
4,65,1,2
4,40,1,13
4,34.84,1,1
1,30,1,1
4,25,1,6
3,9.99,1,7
3,232.43,1,1
4,246.42,1,5
3,259.45,1,5
3,118.98,1,1
3,22.84,1,1
3,8.12,1,5
NA,160,0,NA
7,140,1,15
3,56.43,1,9
3,9.31,1,1
4,3.95,1,5
3,34,1,5
6,85,1,6
3,12,1,1
1,20,1,2
4,147,1,19
7,180,1,10
1,4.2,1,1
3,240.48,1,5
2,64.45,1,5
1,17,1,16
1,17,1,1
4,164,1,1
3,12.54,1,5
NA,40,0,NA
3,18.52,1,5
3,9.99,1,1
3,45.88,1,3
3,70.66,1,1
3,1.25,1,5
4,75.14,1,1
4,4.35,1,4
4,103,1,5
3,25,1,4
3,77.49,1,1
3,73,1,19
1,14,1,4
4,24.66,1,2
1,60,1,2
4,244.88,1,10
3,10.4,1,3
1,15,1,2
3,76,1,19
3,33.33,1,2
NA,500,0,NA
2,80,1,7
5,10,1,1
4,8.72,1,4
1,20,1,2
3,3.15,1,1
4,5.93,1,5
4,1.29,1,2
4,38.66,1,2
4,11.22,1,5
4,16,1,5
3,10.01,1,2
3,16.81,1,1
3,21,1,17
3,10,1,2
4,57.05,1,2
4,28.87,1,8
4,41,1,1
4,75.07,1,2
4,39.83,1,2
6,177,1,8
2,1356.4,1,6
1,5,1,16
3,18,1,6
1,2,1,6
4,50,1,20
4,112,1,8
4,26.47,1,4
4,10,1,7
7,200,1,5
4,7.03,1,4
4,6.83,1,4
2,7000,1,19
2,3041,1,19
3,21.74,1,5
1,35,1,1
1,7.5,1,1
NA,140,0,NA
4,26.72,1,1
4,36.05,1,5
3,125.08,1,1
3,15.35,1,1
3,98.96,1,7
3,117,1,5
1,25,1,3
4,8.59,1,1
3,122.15,1,5
3,21.97,1,4
1,10.17,1,3
3,16.8,1,1
3,13.93,1,4
1,14.69,1,1
7,43.22,1,15
4,41.75,1,1
1,4.6,1,12
3,63,1,3
4,16,1,6
1,17.61,1,3
6,385,1,20
4,53.89,1,1
4,318.76,1,15
7,500,1,15
4,28.85,1,3
1,2,1,2
2,35,1,6
3,161.18,1,8
3,200,1,5
4,119.26,1,1
1,32.49,1,4
4,188.66,1,5
3,121.26,1,1
4,59.05,1,2
NA,60,0,NA
4,7.37,1,18
4,24.08,1,1
3,8.97,1,4
3,18,1,4
4,50,1,18
1,50,1,2
1,2,1,2
1,18.94,1,1
1,40,1,4
3,103.91,1,3
4,12.6,1,3
6,730,1,17
3,70,1,3
1,7,1,4
1,25,1,2
3,14.68,1,3
3,47.37,1,2
3,286.96,1,3
4,40.84,1,1
3,60,1,4
1,1,1,2
4,10,1,1
4,6.23,1,1
3,17.57,1,4
2,1345,1,6
2,64,1,16
4,21,1,4
7,30,1,15
7,40,1,15
3,24,1,1
1,23,1,4
3,17.4,1,5
1,17,1,4
4,26,1,3
3,19.25,1,1
3,45,1,3
3,4.99,1,10
4,60,1,1
3,80.49,1,3
NA,200,0,NA
13,2.39,1,21
3,45.9,1,3
NA,140,0,NA
4,9.91,1,5
3,63.6,1,5
4,289.22,1,1
4,6.22,1,4
1,32.15,1,1
NA,90,0,NA
1,5,1,4
1,120,1,1
3,104.79,1,3
1,28,1,7
4,124.2,1,5
3,56,1,3
4,15.51,1,1
1,26,1,4
4,11.35,1,5
4,11.14,1,5
NA,10,0,NA
4,7.44,1,5
4,15.7,1,4
3,38.57,1,3
3,28.09,1,5
4,18.64,1,3
3,69.89,1,1
3,28,1,2
1,16,1,20
1,4,1,20
1,7,1,7
1,7,1,5
1,89,1,1
6,20,1,16
4,15.07,1,1
2,50,1,17
1,19.6,1,1
4,10,1,5
3,27.25,1,2
3,22.39,1,1
4,68.89,1,4
3,102,1,5
3,260.15,1,19
1,8,1,4
1,22.76,1,1
1,5,1,2
3,20,1,7
4,4.37,1,7
4,45.75,1,5
3,22.19,1,1
4,12.26,1,4
3,30,1,4
3,149,1,3
6,4.36,1,4
3,3.49,1,19
3,52.5,1,2
4,30.2,1,5
1,5,1,4
1,2.03,1,18
2,65.34,1,2
4,16,1,4
4,16.29,1,1
4,75,1,5
3,25.1,1,1
4,50,1,2
4,30,1,6
1,15,1,7
NA,25,0,NA
4,7.44,1,1
4,88.72,1,5
13,2.39,1,21
1,65,1,8
4,32.67,1,5
4,97.32,1,10
1,34.01,1,2
3,14.69,1,3
3,89.98,1,10
4,497,1,20
1,8,1,7
3,30,1,2
1,10.06,1,3
NA,50,0,NA
3,33.28,1,1
1,5,1,3
1,60,1,3
4,9.49,1,4
1,8.6,1,1
NA,5,1,2
4,12.57,1,6
1,2,1,16
6,30,1,5
1,10,1,6
4,19.56,1,5
1,10,1,16
1,16.78,1,4
3,20.5,1,2
1,175,1,7
1,50,1,1
3,186.9,1,5
4,200,1,1
1,100,1,16
3,10,1,15
6,25,1,7
1,50,1,2
4,192.33,1,7
4,78.22,1,3
1,12,1,16
7,647,1,19
4,30,1,8
3,120.9,1,1
4,123.19,1,5
4,5.03,1,18
4,5,1,17
4,20,1,17
7,2000,1,15
7,9.99,1,7
3,231.48,1,13
11,152.75,1,15
3,113.07,1,18
1,10,1,5
4,70,1,1
NA,20,0,NA
1,6,1,4
3,34.86,1,5
3,25,1,5
4,14.89,1,1
3,18,1,2
4,3.19,1,1
3,91,1,5
4,10,1,4
3,11,1,10
4,82.61,1,1
4,52,1,3
3,36.03,1,2
4,45,1,5
4,16.23,1,5
3,51.54,1,9
3,184.56,1,8
3,1.7,1,4
4,43,1,2
7,52.25,1,6
3,3.89,1,4
1,5.85,1,4
1,4,1,4
7,118,1,19
7,105.71,1,8
7,1350.93,1,15
3,6.55,1,21
3,200,1,3
3,44,1,19
4,2,1,2
4,54.19,1,9
4,9.56,1,5
1,2,1,13
4,14.65,1,1
0,230.33,1,1
4,71.47,1,10
3,321.47,1,18
7,94.62,1,10
1,3.7,1,4
1,16,1,1
13,110.56,1,18
1,15,1,3
4,207,1,5
NA,5,0,NA
6,39.12,1,8
4,383.39,1,8
6,89.8,1,12
3,35.87,1,2
NA,200,0,NA
3,82.99,1,6
3,4.6,1,21
4,3.22,1,2
3,2.99,1,1
NA,100,0,NA
3,358.67,1,10
7,1349.23,1,15
1,7,1,4
3,20,1,4
3,145,1,2
1,3.26,1,1
2,42,1,20
2,25,1,6
3,26.84,1,1
3,50,1,20
4,6.52,1,4
4,12.72,1,1
3,10,1,10
4,50,1,3
3,14.35,1,5
1,14,1,1
1,2,1,1
1,2,1,2
4,150,1,15
4,4,1,4
3,23.13,1,5
3,86.55,1,1
1,15.05,1,5
4,36.51,1,2
2,22.3,1,18
4,69.89,1,1
1,9.29,1,4
1,1.25,1,4
1,39,1,3
1,41,1,3
7,132,1,8
1,5,1,4
NA,85,0,NA
1,20,1,20
4,10.71,1,5
3,92.33,1,2
4,18,1,1
4,143,1,15
3,30.15,1,1
NA,60,0,NA
1,15,1,16
3,93.7,1,2
1,3,1,4
2,49.99,1,10
3,32.54,1,1
3,5.07,1,4
5,7.37,1,1
4,8,1,7
3,85.72,1,2
4,10.2,1,4
3,24,1,4
1,10,1,1
1,25,1,6
1,20,1,2
6,50,1,15
3,160,1,18
3,25.66,1,2
3,9.91,1,4
3,29.02,1,5
4,27,1,5
7,151.96,1,15
3,12.9,1,4
4,40,1,2
4,29,1,2
4,48.19,1,2
1,0.99,1,1
4,62.88,1,5
1,10,1,17
NA,90,0,NA
4,31,1,2
13,2.39,1,21
11,500,1,15
4,7.42,1,3
3,9.33,1,1
4,6.83,1,5
1,4.5,1,1
3,72.99,1,2
1,36,1,1
3,92.41,1,5
4,25.8,1,5
1,2.99,1,2
3,39.8,1,2
3,72.66,1,1
4,38.74,1,1
3,126.07,1,5
4,43.5,1,2
1,4.36,1,1
1,65,1,16
NA,200,0,NA
5,2.71,1,5
NA,100,0,NA
6,193.54,1,10
4,42.39,1,5
1,15,1,20
4,84,1,1
3,10,1,17
1,8,1,5
3,57.64,1,1
5,5.7,1,4
1,10,1,7
2,132.9,1,8
3,153,1,1
2,30.3,1,17
3,17,1,5
3,707,1,7
4,12,1,5
7,10.81,1,10
3,68,1,6
4,49.5,1,5
7,186,1,11
3,30.39,1,5
6,35,1,15
3,12,1,19
NA,200,0,NA
4,20.28,1,5
3,10.69,1,10
1,40,1,5
1,5.76,1,1
4,134.98,1,1
1,1.49,1,4
4,13.83,1,4
3,66.5,1,2
1,7.55,1,1
1,4,1,5
3,20,1,5
4,24.83,1,13
1,5,1,5
1,400,1,16
1,20,1,5
3,12.99,1,1
1,37,1,5
4,45.99,1,3
3,70.85,1,1
NA,70,0,NA
3,8.8,1,1
3,108.24,1,5
3,248.24,1,5
3,49.29,1,5
4,4.75,1,4
2,100,1,17
2,60,1,17
6,224,1,10
2,317,1,8
2,368,1,18
3,43,1,4
3,65,1,2
1,30,1,3
3,2.45,1,9
3,28.8,1,6
13,2.5,1,21
4,50,1,1
4,12.31,1,4
1,4.85,1,4
3,33.88,1,5
1,10,1,7
1,28.94,1,5
1,5,1,4
1,5,1,4
7,40.57,1,3
3,22,1,3
3,14,1,3
3,75.8,1,1
6,150,1,16
3,67,1,1
3,75.13,1,5
3,28.74,1,5
3,110,1,10
6,4.99,1,10
1,60,1,6
7,100,1,10
1,5,1,6
1,3.18,1,4
4,69.26,1,1
3,49.5,1,3
3,123.25,1,5
1,0.5,1,4
3,19.29,1,3
3,26.86,1,4
3,29.37,1,2
1,2.8,1,7
0,37.97,1,1
3,24.84,1,5
3,250.29,1,5
3,25.47,1,5
13,17.38,1,1
3,20,1,5
NA,30,0,NA
4,158.89,1,5
4,56.75,1,8
3,8.99,1,2
3,23.18,1,5
4,53.01,1,2
4,25,1,5
1,48,1,1
3,5.79,1,1
6,85,1,6
4,21.67,1,4
4,35,1,2
4,24,1,7
1,10.53,1,1
1,8,1,18
3,55,1,1
3,38,1,1
4,10,1,1
3,29.2,1,1
4,50,1,10
3,26,1,1
4,21.11,1,3
3,50,1,5
4,34,1,1
3,21.44,1,1
1,60,1,16
1,2,1,1
1,5,1,4
1,9,1,1
4,21,1,3
2,60,1,16
4,14.4,1,4
7,100,1,15
4,1200,1,14
4,17.77,1,2
4,13.52,1,3
3,13.64,1,5
3,101.6,1,5
3,45.32,1,2
1,26.83,1,3
13,6.35,1,4
13,14.94,1,21
1,3,1,19
4,14.38,1,5
6,200,1,16
4,181.49,1,8
3,53.75,1,2
5,1.25,1,21
NA,32,0,NA
3,50,1,17
3,36.9,1,5
NA,86,0,NA
3,32,1,5
3,126.58,1,1
3,16,1,4
1,3,1,2
NA,20,0,NA
5,238,1,5
4,2.29,1,2
NA,120,0,NA
4,14.25,1,1
1,20,1,7
NA,5,0,NA
4,16.94,1,4
3,5,1,4
4,218.54,1,5
3,10,1,7
3,14.75,1,1
3,6.06,1,1
1,14,1,4
4,23.51,1,4
4,37.81,1,3
1,12,1,5
4,24,1,10
10,159.43,1,5
3,17,1,1
4,50,1,4
3,432.28,1,3
4,40,1,4
4,67,1,5
3,1.05,1,5
NA,100,0,NA
3,2.61,1,1
3,11.48,1,5
3,6,1,1
3,56.44,1,1
1,8.79,1,1
7,454.33,1,15
7,50,1,5
6,8,1,6
1,25,1,6
4,45,1,1
4,28.68,1,3
1,3.46,1,2
1,3,1,4
3,6.33,1,5
3,21.05,1,4
3,56.66,1,5
3,87,1,5
3,27,1,7
3,124.95,1,1
1,15,1,17
3,40.08,1,5
4,56.78,1,1
3,15.12,1,4
4,45,1,5
4,39,1,3
3,5.5,1,4
1,3.69,1,1
3,15.32,1,17
4,155,1,5
NA,200,0,NA
2,110.56,1,1
4,103,1,1
3,33.78,1,3
3,32.5,1,3
3,9,1,4
4,5.82,1,1
3,16,1,4
6,30,1,16
1,20,1,3
5,43.05,1,1
6,225,1,10
4,22.3,1,5
3,45,1,2
1,55,1,3
5,215,1,1
3,120,1,2
3,48.49,1,1
3,53,1,2
3,128.66,1,3
3,84,1,1
3,264.8,1,5
5,33.43,1,7
3,244.54,1,3
3,98.1,1,5
1,45,1,3
3,57.47,1,1
4,70.02,1,5
NA,5,0,NA
3,78.88,1,3
4,32,1,4
3,56.27,1,1
4,150,1,6
4,27.05,1,3
3,44.52,1,1
1,138,1,6
10,40,1,16
4,25.49,1,1
1,160,1,6
1,10,1,1
3,11.37,1,14
4,37.4,1,5
4,33.42,1,8
4,134.43,1,8
4,70,1,19
1,6,1,1
4,45.12,1,10
1,10,1,7
3,17,1,5
3,17.5,1,3
4,25.35,1,1
4,43.95,1,5
3,37,1,7
1,41,1,1
3,112.7,1,5
NA,20,0,NA
3,47,1,2
1,1,1,3
4,13.45,1,1
4,11,1,4
3,7.98,1,1
1,23,1,1
NA,40,0,NA
1,18,1,3
3,26.94,1,1
4,26.19,1,1
4,32.14,1,5
0,60,1,7
3,3.49,1,5
3,45,1,2
1,12,1,2
4,26.6,1,8
6,323.25,1,19
4,93.02,1,10
1,17.34,1,4
3,9.96,1,1
4,11.61,1,4
4,31.45,1,4
4,54.46,1,2
3,166,1,3
NA,5750,0,NA
1,4.74,1,5
1,2.26,1,4
4,94.78,1,2
4,200,1,5
3,45.42,1,3
4,118.93,1,8
4,40,1,2
3,81,1,9
4,22.14,1,5
4,15,1,21
4,4.71,1,5
4,24.45,1,1
2,300,1,16
4,300,1,1
4,52,1,10
1,50,1,16
3,26.55,1,4
4,46,1,6
4,50,1,16
2,60,1,17
1,15,1,1
4,9.59,1,5
3,19.99,1,9
1,20,1,2
